id_produk,nama_item,harga_satuan,stok_gudang,kategori_produk,tanggal_input
PRD-0402,Ikat Pinggang Lite,1639000,523,Fashion,2023-03-25
PRD-0835,Mobil Remote Lite,240000,186,Mainan,2024-08-05
PRD-0925,Sprayer Max,373000,29,Pertanian,2023-11-07
PRD-0666,Saus Sambal Lite,315000,135,Makanan & Minuman,2023-08-12
PRD-0867,Blender Plus,3116000,326,Rumah & Dapur,2024-10-20
PRD-0673,Panci X,2001000,85,Rumah & Dapur,2024-07-08
PRD-0190,Setrika Pro,2921000,464,Rumah & Dapur,2022-09-24
PRD-0515,Balon Max,116000,337,Mainan,2024-08-28
PRD-0878,Cokelat Premium Ultra,220000,369,Makanan & Minuman,2023-07-01
PRD-0585,Baju Olahraga One,2312000,250,Olahraga,2023-08-18
PRD-0735,Rantai Motor X,271000,323,Otomotif,2024-02-13
PRD-0820,Buku Anak Elite,414000,214,Buku,2024-10-03
PRD-0760,Buku Bisnis Lite,389000,90,Buku,2024-06-07
PRD-0778,Wajan Series 5,1037000,480,Rumah & Dapur,2023-07-30
PRD-0519,Granola Lite,578000,58,Makanan & Minuman,2024-09-26
PRD-0517,Sampo One,207000,127,Kecantikan,2024-02-09
PRD-0601,Keripik Tempe Ultra,107000,23,Makanan & Minuman,2023-07-30
PRD-0866,Jaket Prime,291000,212,Fashion,2024-03-18
PRD-0565,Pelumas Rantai V2,1754000,104,Otomotif,2024-05-03
PRD-0573,Kabel Aki Elite,2267000,209,Otomotif,2024-05-09
PRD-0697,Kamus Max,247000,30,Buku,2024-06-06
PRD-0522,Kompos Ultra,122000,271,Pertanian,2023-08-12
PRD-0848,Mouse Pro,4960000,80,Elektronik,2024-07-05
PRD-0636,Kondisioner Plus,565000,329,Kecantikan,2024-04-22
PRD-0653,Kamus Prime,185000,491,Buku,2024-08-05
PRD-0905,Kurma X,337000,444,Makanan & Minuman,2023-10-21
PRD-0703,Lampu LED Motor HD,639000,345,Otomotif,2024-02-14
PRD-0715,Origami Kit V2,56000,13,Mainan,2024-10-19
PRD-0893,Aki HD,1867000,23,Otomotif,2024-08-04
PRD-0510,Buku Anak Max,344000,21,Buku,2024-04-24
PRD-0873,Kondisioner V2,390000,357,Kecantikan,2023-11-16
PRD-0602,Kartu UNO Neo,351000,301,Mainan,2023-07-22
PRD-0665,Eyeliner Series 5,253000,320,Kecantikan,2023-12-08
PRD-0706,Oat Instan Neo,407000,135,Makanan & Minuman,2023-11-24
PRD-0529,Kompos Prime,27000,461,Pertanian,2024-08-05
PRD-0689,Tablet One,8761000,279,Elektronik,2023-12-17
PRD-0546,Lip Balm Mini,372000,197,Kecantikan,2024-01-10
PRD-0208,Kabel Aki Ultra,697000,445,Otomotif,2023-12-31
PRD-0699,Nail Polish V2,544000,356,Kecantikan,2023-11-03
PRD-0859,Oli Mesin One,2417000,417,Otomotif,2024-06-27
PRD-0669,Sepatu Lari Go,360000,296,Olahraga,2023-10-09
PRD-0812,Komik Lite,169000,143,Buku,2024-04-04
PRD-0382,Kamera Ultra,5017000,533,Elektronik,2022-09-28
PRD-0543,Majalah Series 5,447000,153,Buku,2023-07-22
PRD-0777,Novel Go,404000,490,Buku,2024-02-01
PRD-0610,Smartphone Max,11838000,124,Elektronik,2023-10-24
PRD-0800,Sprayer Plus,526000,380,Pertanian,2024-02-09
PRD-0568,Origami Kit Elite,803000,371,Mainan,2023-11-16
PRD-0839,Rak Go,108000,121,Rumah & Dapur,2023-09-08
PRD-0857,Pestisida Go,541000,420,Pertanian,2024-08-24
PRD-0903,Playdoh Elite,56000,53,Mainan,2024-01-08
PRD-0322,Jus Buah Plus,528000,485,Makanan & Minuman,2022-06-23
PRD-0549,Matras Yoga Go,4145000,422,Olahraga,2024-01-21
PRD-0880,Action Figure One,1135000,52,Mainan,2024-07-09
PRD-0256,Topi Elite,1621000,178,Fashion,2024-09-02
PRD-0531,Keyboard Ultra,5405000,373,Elektronik,2024-10-28
PRD-0818,Yoyo Series 5,246000,173,Mainan,2023-11-02
PRD-0692,Playdoh Neo,214000,22,Mainan,2023-10-15
PRD-0766,Cermin Series 5,213000,333,Rumah & Dapur,2023-10-24
PRD-0762,Sarung Tinju Go,1391000,201,Olahraga,2023-12-19
PRD-0908,Aki Series 5,1203000,115,Otomotif,2023-10-15
PRD-0858,Tas Olahraga V2,2633000,57,Olahraga,2024-02-10
PRD-0534,Rok HD,713000,164,Fashion,2023-09-16
PRD-0756,Wajan Neo,2651000,238,Rumah & Dapur,2023-09-09
PRD-0904,Jurnal One,189000,383,Buku,2024-07-13
PRD-0524,Sampo X,764000,11,Kecantikan,2023-12-24
PRD-0593,Buku Resep Lite,361000,63,Buku,2023-11-18
PRD-0560,Boneka Elite,1070000,57,Mainan,2024-10-12
PRD-0782,Sampo Mini,331000,38,Kecantikan,2024-09-29
PRD-0678,Kabel Aki Go,505000,215,Otomotif,2024-06-23
PRD-0480,Minyak Zaitun Neo,45000,544,Makanan & Minuman,2023-08-20
PRD-0796,Topi Mini,1285000,249,Fashion,2024-03-29
PRD-0810,Tablet Max,4350000,211,Elektronik,2024-05-24
PRD-0611,Router Neo,13393000,426,Elektronik,2024-09-30
PRD-0624,Oli Mesin Series 5,577000,269,Otomotif,2023-12-17
PRD-0842,Vacuum Cleaner Neo,3367000,441,Rumah & Dapur,2024-05-16
PRD-0807,Bibit Padi Series 5,220000,103,Pertanian,2023-12-10
PRD-0270,Dress HD,1365000,241,Fashion,2023-05-02
PRD-0749,Media Tanam Plus,425000,138,Pertanian,2023-09-30
PRD-0597,Ikat Pinggang Neo,478000,304,Fashion,2023-12-29
PRD-0831,Panci Plus,2970000,97,Rumah & Dapur,2024-08-07
PRD-0656,Cangkul Mini,407000,438,Pertanian,2023-12-16
PRD-0897,Bantal Go,1188000,455,Rumah & Dapur,2023-12-12
PRD-0702,Madu Murni V2,491000,231,Makanan & Minuman,2024-03-10
PRD-0561,Granola X,568000,393,Makanan & Minuman,2024-03-29
PRD-0672,Lampu LED Plus,1118000,463,Rumah & Dapur,2024-01-13
PRD-0918,Parfum Mobil Series 5,1008000,276,Otomotif,2023-11-24
PRD-0612,Eyeliner Ultra,477000,376,Kecantikan,2023-10-18
PRD-0890,Laptop Mini,2168000,141,Elektronik,2024-08-11
PRD-0733,Rantai Motor Pro,1639000,486,Otomotif,2024-08-30
PRD-0788,Sabun Muka Max,771000,67,Kecantikan,2024-09-03
PRD-0787,Helm Full Face Go,1414000,247,Otomotif,2024-01-03
PRD-0752,Barbel Elite,1574000,7,Olahraga,2023-07-29
PRD-0844,Buku Anak Elite,410000,166,Buku,2024-03-27
PRD-0748,Foundation One,319000,235,Kecantikan,2023-09-19
PRD-0694,Wajan Go,1171000,463,Rumah & Dapur,2024-08-06
PRD-0290,Oat Instan Ultra,268000,211,Makanan & Minuman,2024-07-25
PRD-0741,Atlas Mini,119000,83,Buku,2024-02-16
PRD-0700,Rantai Motor Go,1510000,159,Otomotif,2024-09-16
PRD-0727,Sheet Mask Plus,395000,107,Kecantikan,2023-11-28
PRD-0722,Eyeliner Neo,31000,7,Kecantikan,2024-05-08
PRD-0882,Jus Buah Lite,160000,403,Makanan & Minuman,2023-10-10
PRD-0769,Wiper Elite,474000,419,Otomotif,2024-03-19
PRD-0627,Buku Agama One,299000,432,Buku,2023-09-14
PRD-0513,Slime Kit Plus,954000,67,Mainan,2024-03-05
